timestamp,config_hash,video,width,height,fps,frame_area,conf_threshold,frame_stride,min_area_ratio,min_area_threshold,processed_frames,frames_with_detections,total_detections,processing_time,detections_per_second,frames_per_second
2025-09-02T21:56:50.766185,232c1c35,cow_0777.mp4,1280,720,29.933920704845814,921600,0.15,2,0.01,9216.0,227,227,292,7.281987190246582,40.09894447371478,31.172809573744026
2025-09-02T21:56:58.051180,232c1c35,hare_0777.mp4,1280,720,30.0,921600,0.15,2,0.01,9216.0,226,224,224,7.264440536499023,30.83513436093911,31.110448060590354
2025-09-02T21:57:03.131324,232c1c35,humn.mp4,640,480,20.0,307200,0.15,2,0.01,3072.0,150,150,190,5.070124864578247,37.47442224301214,29.585070191851692
2025-09-02T21:57:11.957555,232c1c35,insect_013.mp4,1920,1080,30.0,2073600,0.15,2,0.01,20736.0,225,0,0,8.783295631408691,0.0,25.616808250813005
2025-09-02T21:57:19.061403,232c1c35,insect_015.mp4,1280,720,29.933774834437084,921600,0.15,2,0.01,9216.0,226,0,0,7.084451913833618,0.0,31.900844659372435
2025-09-02T21:57:26.180376,232c1c35,insxeox.mp4,1280,720,29.934087863800634,921600,0.15,2,0.01,9216.0,227,0,0,7.099025011062622,0.0,31.97622203700637
2025-09-02T21:57:32.777182,232c1c35,margay_008.mp4,1440,1080,15.0,1555200,0.15,2,0.01,15552.0,155,30,30,6.574233055114746,4.563269927989552,23.576894627946018
2025-09-02T21:57:36.146522,232c1c35,margay_012.mp4,1440,1080,15.0,1555200,0.15,2,0.01,15552.0,80,15,15,3.3569483757019043,4.4683439604172195,23.83116778889184
2025-09-02T21:57:43.430696,232c1c35,no_animal_004.mp4,1280,720,29.933920704845814,921600,0.15,2,0.01,9216.0,227,0,0,7.2636072635650635,0.0,31.251689658202384
2025-09-02T21:57:50.586211,232c1c35,no_animal_018.mp4,1280,720,29.933920704845814,921600,0.15,2,0.01,9216.0,227,0,0,7.134488821029663,0.0,31.817276008744088
2025-09-02T21:57:57.815363,232c1c35,skunk_004.mp4,1280,720,29.934087863800634,921600,0.15,2,0.01,9216.0,227,11,11,7.210125684738159,1.5256322123876365,31.483501110181226
2025-09-02T21:58:06.852223,232c1c35,wild_boar_001.mp4,1920,1080,30.0,2073600,0.15,2,0.01,20736.0,225,217,219,8.99501895904541,24.346808049778833,25.013843886759073
2025-09-02T21:58:14.128714,232c1c35,wild_boar_005.mp4,1280,720,29.934087863800634,921600,0.15,2,0.01,9216.0,227,33,33,7.255462408065796,4.548297288855685,31.286772259704257
2025-09-02T21:58:19.492971,8a035d40,armadillo_001.mp4,1920,1080,30.0,2073600,0.15,5,0.0025,5184.0,90,90,90,5.345695734024048,16.835975049453708,16.835975049453708
2025-09-02T21:58:23.166814,8a035d40,armadillo_002.mp4,1280,720,30.00002202644789,921600,0.15,5,0.0025,2304.0,91,16,16,3.665318012237549,4.365241964429863,24.82731367269485
2025-09-02T21:58:26.905395,8a035d40,armadillo_003.mp4,1280,720,30.00002202644789,921600,0.15,5,0.0025,2304.0,91,0,0,3.7300479412078857,0.0,24.396469277156758
2025-09-02T21:58:30.710117,8a035d40,bird_001.mp4,1280,720,29.86784140969163,921600,0.15,5,0.0025,2304.0,91,17,17,3.7967159748077393,4.47755378932733,23.968082048752176
2025-09-02T21:58:36.081610,8a035d40,bird_003.mp4,1920,1080,30.0,2073600,0.15,5,0.0025,5184.0,90,63,63,5.35291314125061,11.769292409120093,16.81327487017156
2025-09-02T21:58:41.415813,8a035d40,bird_019.mp4,1920,1080,30.0,2073600,0.15,5,0.0025,5184.0,90,9,9,5.317184686660767,1.6926250507300076,16.926250507300075
2025-09-02T21:58:45.271578,8a035d40,capybara_001.mp4,1280,720,29.933920704845814,921600,0.15,5,0.0025,2304.0,91,91,91,3.8472349643707275,23.65335126207567,23.65335126207567
2025-09-02T21:58:48.916597,8a035d40,catescondido.mp4,1280,720,29.933920704845814,921600,0.15,5,0.0025,2304.0,91,0,0,3.6364920139312744,0.0,25.02411655281578
2025-09-02T21:58:52.725230,8a035d40,cow_0777.mp4,1280,720,29.933920704845814,921600,0.15,5,0.0025,2304.0,91,91,115,3.8000988960266113,30.262370308373857,23.946745200539315
2025-09-02T21:58:56.480352,8a035d40,hare_0777.mp4,1280,720,30.0,921600,0.15,5,0.0025,2304.0,91,91,91,3.747122287750244,24.285302963687368,24.285302963687368
2025-09-02T21:58:58.662016,8a035d40,humn.mp4,640,480,20.0,307200,0.15,5,0.0025,768.0,60,60,75,2.177611827850342,34.441399996452645,27.553119997162117
2025-09-02T21:59:03.887610,8a035d40,insect_013.mp4,1920,1080,30.0,2073600,0.15,5,0.0025,5184.0,90,0,0,5.208066463470459,0.0,17.280885455526118
2025-09-02T21:59:07.532938,8a035d40,insect_015.mp4,1280,720,29.933774834437084,921600,0.15,5,0.0025,2304.0,91,0,0,3.636798858642578,0.0,25.02200521311355
2025-09-02T21:59:11.151394,8a035d40,insxeox.mp4,1280,720,29.934087863800634,921600,0.15,5,0.0025,2304.0,91,0,0,3.610945463180542,0.0,25.201156020741077
2025-09-02T21:59:14.695777,8a035d40,margay_008.mp4,1440,1080,15.0,1555200,0.15,5,0.0025,3888.0,62,12,12,3.533855676651001,3.3957244149178942,17.544576143742454
2025-09-02T21:59:16.505045,8a035d40,margay_012.mp4,1440,1080,15.0,1555200,0.15,5,0.0025,3888.0,32,6,6,1.8037409782409668,3.3264199640523127,17.740906474945668
